model,price,transmission,miles_per_gallaon,fuel,year,cubic_capacity,milage,color,type,age,car_brand,car_model
3.0d V6 R-Sport Black 5dr Auto Estate,16990,Automatic,46.0,Diesel,2015,3000.0,59892,Black,Estate,9,Jaguar, XF
SUV,19995,Automatic,53.3,Diesel,2017,1999.0,59904,White,SUV,7,Jaguar, F-PACE
2.0L R-SPORT 4d AUTO 178 BHP Saloon,15995,Automatic,67.3,Diesel,2016,1999.0,60000,BRONZE,Saloon,8,Jaguar, XE
5.0 BASE 2d 380 BHP Convertible,21999,Automatic,25.2,Petrol,2013,5000.0,60000,GOLD,Convertible,11,Jaguar, XK
5.0 V8 Signature Auto Euro 5 2dr Coupe,22995,Automatic,25.2,Petrol,2014,5000.0,60000,Ultimate Black,Coupe,10,Jaguar, XK
2.0 D150 S SUV,19750,Automatic,39.2,Diesel,2020,1999.0,60090,Black,SUV,4,Jaguar, E-PACE
5.0 V8 Auto Euro 5 2dr Coupe,17500,Automatic,25.2,Petrol,2011,5000.0,60411,Grey,Coupe,13,Jaguar, XK
S 2 Other,19990,Automatic,47.1,Diesel,2019,2000.0,60447,Red,Other,5,Jaguar, E-PACE
4.2 V8 2dr Auto Other,16950,Automatic,25.0,Petrol,2005,4196.0,60700,Blue,Other,19,Jaguar, XK
4.2 Supercharged V8 2dr Auto Other,22995,Automatic,23.0,Petrol,2008,4200.0,61000,Grey,Other,16,Jaguar, XKR
3.0 V6 S 4d 296 BHP Saloon,16550,Automatic,51.4,Diesel,2015,2993.0,61081,WHITE,Saloon,9,Jaguar, XF
2.0d (180) 5dr Euro 6 (Heated Front Screen,18000,Manual,48.7,Diesel,2019,1999.0,61436,RED,Estate,5,Jaguar, E-PACE
3.0d V6 Portfolio Auto Euro 6 (s/s) 4dr Saloon,18995,Automatic,49.6,Diesel,2017,2993.0,61728,Black,Saloon,7,Jaguar, XJ
2.0 D180 Portfolio Auto AWD Euro 6 (s/s) 5dr SUV,18995,Automatic,53.3,Diesel,2016,1999.0,61900,Blue,SUV,8,Jaguar, F-PACE
SUV,18485,Automatic,53.3,Diesel,2016,2000.0,62000,Blue,SUV,8,Jaguar, F-PACE
2.0 D150 R-Dynamic SE SUV,20980,Automatic,47.1,Diesel,2019,1999.0,62000,Black,SUV,5,Jaguar, E-PACE
3.0 V6 S 4d 296 BHP ULEZ COMPLIANT Saloon,17995,Automatic,51.4,Diesel,2016,2993.0,62001,BLUE,Saloon,8,Jaguar, XF
2.0 R-DYNAMIC BLACK MHEV 4d 202 BHP Saloon,19995,Automatic,58.9,Diesel,2020,1998.0,62099,BLUE,Saloon,4,Jaguar, XE
2.0 PORTFOLIO AWD 5d 178 BHP Estate,18500,Automatic,53.3,Diesel,2017,1999.0,62150,BLUE,Estate,7,Jaguar, F-PACE
3.0 D300 V6 S Auto AWD Euro 6 (s/s) 5dr SUV,21995,Automatic,47.1,Diesel,2016,2993.0,62383,White,SUV,8,Jaguar, F-PACE
4.2 XKR,15995,Automatic,23.0,Petrol,2009,4196.0,63000,BLACK,Coupe,15,Jaguar, XKR
2.0 Turbo Diesel,23499,Automatic,46.3,Diesel,2019,1999.0,63000,WHITE,Estate,5,Jaguar, F-PACE
3.0d V6 S 4dr Auto Saloon,16975,Automatic,51.4,Diesel,2016,3000.0,63059,Red,Saloon,8,Jaguar, XF
2.0 R-SPORT AWD 5d 178 BHP Estate,18772,Automatic,53.3,Diesel,2017,1999.0,63587,BLUE,Estate,7,Jaguar, F-PACE
3.0 V6 S 2d AUTO 380 BHP Convertible,23797,Automatic,31.0,Petrol,2014,2995.0,63780,BLACK,Convertible,10,Jaguar, F-TYPE
5.0 V8 Convertible 2dr Petrol Auto Euro 5 (510 ps) Convertible,22995,Automatic,23.0,Petrol,2010,5000.0,63800,Ultimate Black,Convertible,14,Jaguar, XKR
Convertible,15995,Automatic,23.0,Petrol,2007,4200.0,64000,Blue,Convertible,17,Jaguar, XKR
XKR,16995,Automatic,23.0,Petrol,2010,5000.0,64000,White,Coupe,14,Jaguar, XKR
2.0 CHEQUERED FLAG 5d 148 BHP Estate,22490,Automatic,39.2,Diesel,2019,1999.0,64000,WHITE,Estate,5,Jaguar, E-PACE
2.0d R-Sport 5dr Auto AWD Estate,21995,Automatic,53.3,Diesel,2016,2000.0,71000,Red,Estate,8,Jaguar, F-PACE
2.0 D R-SPORT 5d 177 BHP Estate,15995,Automatic,52.3,Diesel,2018,1999.0,71248,WHITE,Estate,6,Jaguar, XF
3.0 V6 S 4d 296 BHP Saloon,16995,Automatic,51.4,Diesel,2016,2993.0,71778,SILVER,Saloon,8,Jaguar, XF
D R-SPORT Saloon,15990,Automatic,65.7,Diesel,2018,1999.0,71860,Red,Saloon,6,Jaguar, XF
3.0 D V6 PORTFOLIO 4d 275 BHP Saloon,15995,Automatic,43.5,Diesel,2014,2993.0,72000,WHITE,Saloon,10,Jaguar, XJ
Saloon,18940,Automatic,50.4,Diesel,2019,2000.0,72417,Black,Saloon,5,Jaguar, XE
2.0 PRESTIGE AWD 5d 178 BHP Estate,16572,Automatic,53.3,Diesel,2016,1999.0,72712,WHITE,Estate,8,Jaguar, F-PACE
3.0 D V6 PORTFOLIO L 4d 275 BHP Saloon,15989,Automatic,43.5,Diesel,2015,2993.0,73025,BLUE,Saloon,9,Jaguar, XJ
2.0d Prestige 5dr Auto AWD Estate,17995,Automatic,53.3,Diesel,2016,2000.0,73417,Blue,Estate,8,Jaguar, F-PACE
3.0 V6 S Auto Euro 5 (s/s) 2dr Convertible,23990,Automatic,31.0,Petrol,2015,2995.0,67000,Black,Convertible,9,Jaguar, F-TYPE
Paramount F1 Coupe,23995,Automatic,22.2,Petrol,2002,3996.0,67000,Black,Coupe,22,Jaguar, XKR
2.0 D180 R-Sport SUV,20999,Automatic,53.3,Diesel,2016,1999.0,67100,Black,SUV,8,Jaguar, F-PACE
2.0 D180 R-Sport Auto AWD Euro 6 (s/s) 5dr SUV,18990,Automatic,53.3,Diesel,2016,1999.0,67499,Grey,SUV,8,Jaguar, F-PACE
4.2 S 2dr Coupe,18495,Automatic,23.0,Petrol,2005,4196.0,67500,Black,Coupe,19,Jaguar, XK
2.0 R-SPORT AWD 5d 178 BHP Estate,21490,Automatic,53.3,Diesel,2017,1999.0,67663,GREY,Estate,7,Jaguar, F-PACE
2.0 180 Bhp Prestige Automatic One Owner Full Jaguar History 12 Months Warranty Estate,17999,Automatic,53.3,Diesel,2018,1999.0,67798,BLACK,Estate,6,Jaguar, F-PACE
2.0d [240] R-Sport 5dr Auto AWD Estate,23248,Automatic,48.7,Diesel,2017,1999.0,67832,White,Estate,7,Jaguar, F-PACE
R-DYNAMIC S Saloon,17990,Automatic,50.4,Diesel,2019,1999.0,67910,Caldera Red,Saloon,5,Jaguar, XE
2.0 R-SPORT AWD 5d 178 BHP Estate,19995,Automatic,53.3,Diesel,2017,1999.0,75886,GREY,Estate,7,Jaguar, F-PACE
2.0 R-DYNAMIC S 5d 178 BHP Estate,19250,Automatic,47.1,Diesel,2018,1999.0,75996,BLACK,Estate,6,Jaguar, E-PACE
5.0 V8 XF,18950,Automatic,25.0,Petrol,2014,5000.0,76000,Red,Saloon,10,Jaguar, XF
2.0 PRESTIGE AWD 5d 178 BHP Estate,17495,Automatic,53.3,Diesel,2017,1999.0,77061,BLUE,Estate,7,Jaguar, F-PACE
3.0 V6 2d 340 BHP Coupe,22980,Automatic,32.8,Petrol,2014,2995.0,78000,WHITE,Coupe,10,Jaguar, F-TYPE
2.0d R-Sport 5dr Auto AWD Estate,19490,Automatic,53.3,Diesel,2017,2000.0,79000,Silver,Estate,7,Jaguar, F-PACE
2.0 R-SPORT AWD 5d 178 BHP Estate,19995,Automatic,53.3,Diesel,2017,1999.0,79000,BLACK,Estate,7,Jaguar, F-PACE
2.0 D180 Prestige * MOT SEPTEMBER 2024 * FINANCE AVAILABLE * SUV,18495,Automatic,55.4,Diesel,2017,1999.0,79381,Grey,SUV,7,Jaguar, F-PACE
2.0 R-SPORT AWD 5d 180 BHP - AA INSPECTED Estate,15973,Manual,54.3,Diesel,2016,1999.0,79519,RED,Estate,8,Jaguar, F-PACE
PORTFOLIO AWD Estate,18995,Automatic,53.3,Diesel,2017,1999.0,80000,Metallic /Blue,Estate,7,Jaguar, F-PACE
3.0d V6 Portfolio Auto Euro 6 (s/s) 4dr (LWB) Saloon,18999,Automatic,49.6,Diesel,2016,2993.0,80562,Black,Saloon,8,Jaguar, XJ
2.0 S 5d 246 BHP Estate,18990,Automatic,34.4,Petrol,2018,1997.0,82373,BLUE,Estate,6,Jaguar, E-PACE
DIESEL ESTATE SUV,18995,Automatic,53.3,Diesel,2016,1999.0,83000,Grey,SUV,8,Jaguar, F-PACE
2.0 R-DYNAMIC S 5d 148 BHP Estate,16444,Manual,53.3,Diesel,2019,1999.0,84599,WHITE,Estate,5,Jaguar, E-PACE
4.2 CONVERTIBLE 2d 294 BHP Convertible,19750,Automatic,25.0,Petrol,2008,4196.0,84977,BLACK,Convertible,16,Jaguar, XK
3.0 Supercharged V6 S 2dr Auto Coupe,24475,Automatic,31.0,Petrol,2014,3000.0,85083,Silver,Coupe,10,Jaguar, F-TYPE
2.0 R-SPORT AWD 5d 238 BHP Estate,20000,Automatic,48.7,Diesel,2018,1999.0,87000,SILVER,Estate,6,Jaguar, F-PACE
Saloon,21995,Automatic,36.2,Petrol,2019,2000.0,87317,Red,Saloon,5,Jaguar, XE
2.0d R-Sport 5dr Auto AWD Estate,16999,Automatic,53.3,Diesel,2016,1999.0,88191,Black,Estate,8,Jaguar, F-PACE
2.0L R-SPORT AWD 5d AUTO 178 BHP Estate,16495,Automatic,53.3,Diesel,2016,1999.0,89000,BLUE,Estate,8,Jaguar, F-PACE
3.0 V6 Auto Euro 5 (s/s) 2dr Coupe,19995,Automatic,32.8,Petrol,2014,2995.0,89000,Grey,Coupe,10,Jaguar, F-TYPE
4.2 V8 60 Auto Euro 4 2dr Convertible,15995,Automatic,25.0,Petrol,2009,4196.0,91000,Silver,Convertible,15,Jaguar, XK
2.0 R-SPORT AWD 5DR DIESEL AUTOMATIC 180 BHP Estate,19600,Automatic,53.3,Diesel,2017,1999.0,91000,GREY,Estate,7,Jaguar, F-PACE
3.0 S AWD 5d 296 BHP Estate,22450,Automatic,42.8,Diesel,2018,2993.0,91000,SILVER,Estate,6,Jaguar, F-PACE
SUV,19995,Automatic,53.3,Diesel,2017,2000.0,92380,Multicolour,SUV,7,Jaguar, F-PACE
2.0 R-SPORT 4d 177 BHP Saloon,15990,Automatic,65.7,Diesel,2016,1999.0,93366,BLACK,Saloon,8,Jaguar, XF
2.0 R-SPORT AWD 5d 177 BHP Estate,16995,Automatic,46.3,Diesel,2018,1999.0,93400,BLACK,Estate,6,Jaguar, F-PACE
2.0 D180 R-Sport Auto AWD Euro 6 (s/s) 5dr SUV,16990,Automatic,53.3,Diesel,2017,1999.0,95000,Black,SUV,7,Jaguar, F-PACE
Estate,18990,Manual,54.3,Diesel,2018,2000.0,95000,Red,Estate,6,Jaguar, E-PACE
2.0 D180 Prestige Auto AWD Euro 6 (s/s) 5dr SUV,15695,Automatic,53.3,Diesel,2017,1999.0,95125,Red,SUV,7,Jaguar, F-PACE
4.2 V8 Portfolio Saloon,16480,Automatic,23.0,Petrol,2006,4196.0,96517,Black,Saloon,18,Jaguar, XJ
2.0 R-SPORT AWD 5DR 178 BHP Estate,17496,Automatic,53.3,Diesel,2017,1999.0,98360,BLACK,Estate,7,Jaguar, F-PACE
2.0 PORTFOLIO AWD 5d 178 BHP Estate,18990,Automatic,53.3,Diesel,2016,1999.0,99892,BLUE,Estate,8,Jaguar, F-PACE
2.0 I R-SPORT AWD 5d 247 BHP Estate,17990,Automatic,38.2,Petrol,2017,1997.0,103000,BLACK,Estate,7,Jaguar, F-PACE
2.0 D180 R-Sport SUV,17999,Automatic,53.3,Diesel,2016,1999.0,104000,Grey,SUV,8,Jaguar, F-PACE
3.0 V6 S 2d 380 BHP Convertible,18790,Automatic,31.0,Petrol,2013,2995.0,109512,RED,Convertible,11,Jaguar, F-TYPE
3.0 V6 S 2d AUTO 380 BHP Convertible,20000,Automatic,31.0,Petrol,2014,2995.0,15000,RED,Convertible,10,Jaguar, F-TYPE
2.0d R-Sport Auto AWD Euro 6 (s/s) 4dr Saloon,18990,Automatic,40.4,Diesel,2018,1999.0,17477,Silver,Saloon,6,Jaguar, XE
2.0 D150 Euro 6 (s/s) 5dr SUV,17995,Manual,53.3,Diesel,2019,1999.0,24693,White,SUV,5,Jaguar, E-PACE
2.0 CORE 5d 148 BHP Estate,20040,Manual,53.3,Diesel,2019,1999.0,25700,RED,Estate,5,Jaguar, E-PACE
2.0 R-SPORT 5d 247 BHP Estate,20990,Automatic,37.7,Petrol,2019,1997.0,27468,BLACK,Estate,5,Jaguar, XF
2.0d Portfolio Auto Euro 6 (s/s) 4dr Saloon,15650,Automatic,53.3,Diesel,2017,1999.0,33367,Black,Saloon,7,Jaguar, XF
2.2 D R-SPORT SPORTBRAKE 5d 163 BHP Estate,16995,Automatic,57.7,Diesel,2015,2179.0,34000,BLUE,Estate,9,Jaguar, XF
2.2L D R-SPORT SPORTBRAKE 5d AUTO 200 BHP Estate,15599,Automatic,52.0,Diesel,2014,2179.0,34823,WHITE,Estate,10,Jaguar, XF
5.0 V8 Signature Coupe 2dr Petrol Auto Euro 5 (385 ps) Coupe,24995,Automatic,25.2,Petrol,2014,5000.0,35000,Stratus Grey,Coupe,10,Jaguar, XK
2.0 D180 R-Sport SUV 5dr Diesel Auto AWD Euro 6 (s/s) (180 ps) SUV,24995,Automatic,42.2,Diesel,2019,1999.0,36150,CAESIUM BLUE,SUV,5,Jaguar, F-PACE
2.0 S 5d 198 BHP Estate,22660,Automatic,34.4,Petrol,2019,1997.0,36558,RED,Estate,5,Jaguar, E-PACE
2.0 D180 Portfolio Auto AWD Euro 6 (s/s) 5dr SUV,23995,Automatic,42.2,Diesel,2019,1999.0,37000,Silver,SUV,5,Jaguar, F-PACE
2.0 D180 R-Dynamic HSE Auto AWD Euro 6 (s/s) 5dr SUV,24950,Automatic,39.2,Diesel,2020,1999.0,38024,Grey,SUV,4,Jaguar, E-PACE
2.0 D180 Auto AWD Euro 6 (s/s) 5dr SUV,17995,Automatic,50.4,Diesel,2018,1999.0,43267,White,SUV,6,Jaguar, E-PACE
2.0 D180 R-Dynamic HSE Saloon 4dr Diesel Auto Euro 6 (s/s) (180 ps) Saloon,23750,Automatic,50.4,Diesel,2020,1999.0,44000,Portofino Blue Metallic,Saloon,4,Jaguar, XE
2.0 PORTFOLIO 4d 297 BHP Saloon,21000,Automatic,37.7,Petrol,2019,1997.0,44500,WHITE,Saloon,5,Jaguar, XF
2.0 D150 18R- DYNAMIC ALLOYS PAN ROOF SAT NAV SUV 5dr Diesel Manual Euro 6 (s/s) (150 ps) SUV,18480,Manual,60.1,Diesel,2018,1999.0,45000,Firenze Red Metallic,SUV,6,Jaguar, E-PACE
2.0 R-SPORT 5d 177 BHP Estate,23995,Automatic,47.9,Diesel,2019,1999.0,46000,BLUE,Estate,5,Jaguar, F-PACE
2.0 S 5d 178 BHP Estate,17699,Manual,40.9,Diesel,2019,1999.0,46247,GREY,Estate,5,Jaguar, E-PACE
2.0 R-SPORT AWD 5d 178 BHP Estate,19945,Automatic,53.3,Diesel,2017,1999.0,48250,BLUE,Estate,7,Jaguar, F-PACE
5.0 V8 - NICE SPEC INC ACTIVE EXHAUST - FSH - 500 BHP OF PURE PLEASURE Coupe,22970,Automatic,23.0,Petrol,2012,5000.0,49044,Grey,Coupe,12,Jaguar, XKR
3.0 V6 S Auto Euro 5 (s/s) 2dr Convertible,24980,Automatic,31.0,Petrol,2014,2995.0,51000,Red,Convertible,10,Jaguar, F-TYPE
3.0 d S V6 Portfolio Saloon,15500,Automatic,47.0,Diesel,2015,2993.0,51400,White,Saloon,9,Jaguar, XF
5.0 V8 Portfolio Convertible 2dr Petrol Auto Euro 5 (385 ps) Convertible,19995,Automatic,25.2,Petrol,2009,5000.0,51600,Lunar Grey,Convertible,15,Jaguar, XK
2.0 D180 R-Sport Auto AWD Euro 6 (s/s) 5dr SUV,20000,Automatic,53.3,Diesel,2017,1999.0,56000,Blue,SUV,7,Jaguar, F-PACE
3.0 V6 2d 340 BHP Coupe,23807,Automatic,33.6,Petrol,2016,2995.0,59499,WHITE,Coupe,8,Jaguar, F-TYPE
3.0 Supercharged V6 S 2dr Auto -FULL JAGUAR + SPECIALIST SERVICE HISTORY- Coupe,22990,Automatic,31.0,Petrol,2014,2995.0,62000,Black,Coupe,10,Jaguar, F-TYPE
2.0d R-Sport 5dr Auto AWD Estate,15995,Automatic,53.3,Diesel,2016,1999.0,63502,Red,Estate,8,Jaguar, F-PACE
2.0 D150 S SUV,19990,Automatic,50.4,Diesel,2018,1999.0,64000,Grey,SUV,6,Jaguar, E-PACE
2.0 D180 R-Dynamic S Auto Euro 6 (s/s) 4dr Saloon,15995,Automatic,50.4,Diesel,2020,1999.0,70000,White,Saloon,4,Jaguar, XE
2.0 PORTFOLIO AWD 5d 178 BHP Estate,21790,Automatic,53.3,Diesel,2018,1999.0,70000,WHITE,Estate,6,Jaguar, F-PACE
2.0 PRESTIGE 5d 178 BHP Estate,16222,Manual,57.7,Diesel,2017,1999.0,71628,BLACK,Estate,7,Jaguar, F-PACE
5.0 XKR,15995,Automatic,23.0,Petrol,2009,5000.0,71663,GREY,Coupe,15,Jaguar, XKR
3.0 D V6 AUTOBIOGRAPHY L 4d 296 BHP Saloon,22750,Automatic,49.6,Diesel,2016,2993.0,73000,GREY,Saloon,8,Jaguar, XJ
4.2 V8 Auto Euro 4 2dr Coupe,15990,Automatic,23.0,Petrol,2008,4196.0,79559,Black,Coupe,16,Jaguar, XKR
3.0 D300 V6 S (300 PS) AUTO AWD ( EURO 6 ) S/S 5DR + NAV + E/M/HEATED 2 TONE LEATHERS + MERIDIAN + M Other,24490,Automatic,47.1,Diesel,2016,2993.0,64000,WHITE,Other,8,Jaguar, F-PACE
5.0 V8 Auto Euro 5 2dr Coupe,17995,Automatic,23.0,Petrol,2010,5000.0,75985,White,Coupe,14,Jaguar, XKR
3.0 V6 S 1 OWNER SUV,24995,Automatic,31.7,Petrol,2017,2995.0,77000,Black,SUV,7,Jaguar, F-PACE
2.0 D180 First Edition Auto AWD Euro 6 (s/s) 5dr SUV,18999,Automatic,50.4,Diesel,2018,1999.0,78822,Red,SUV,6,Jaguar, E-PACE
3.0 V6 2d 340 BHP Coupe,19995,Automatic,33.6,Petrol,2016,2995.0,95000,GREY,Coupe,8,Jaguar, F-TYPE
3.0 D300 V6 S (300 PS) AUTO AWD ( EURO 6 ) S/S 5DR + NAV + PAN ROOF + E/M/HEATED LEATHERS + MERIDIAN Other,22750,Automatic,47.1,Diesel,2018,2993.0,110000,WHITE,Other,6,Jaguar, F-PACE
3.0 V6 S Auto Euro 6 (s/s) 4dr Saloon,17995,Automatic,34.0,Petrol,2016,2995.0,24540,Black,Saloon,8,Jaguar, XF
R-DYNAMIC BLACK MHEV Saloon,18795,Automatic,58.9,Diesel,2020,1998.0,76000,Red,Saloon,4,Jaguar, XE
3.0 V6 SPORT AWD 5d 296 BHP Estate,24473,Automatic,38.2,Diesel,2019,2993.0,86231,SILVER,Estate,5,Jaguar, F-PACE
3.0 D V6 S AUTO ESTATE 5dr Estate,17499,Automatic,47.9,Diesel,2017,2993.0,91000,BLACK,Estate,7,Jaguar, XF
R-SPORT AWD Estate,23990,Automatic,46.3,Diesel,2019,1999.0,32000,Santorini Black,Estate,5,Jaguar, F-PACE
3.0 D300 V6 S SUV 5dr Diesel Auto AWD Euro 6 (s/s) (300 ps) SUV,23995,Automatic,47.1,Diesel,2016,2993.0,44744,Glacier White,SUV,8,Jaguar, F-PACE
2.0d 5dr Estate,20550,Manual,41.5,Diesel,2019,1999.0,17138,White,Estate,5,Jaguar, E-PACE
2.0d R-Dynamic SE 5dr Auto SUV,24567,Automatic,39.2,Diesel,2020,2000.0,25453,Blue,SUV,4,Jaguar, E-PACE
2.0d [180] R-Dynamic S 5dr SUV,22790,Manual,40.9,Diesel,2020,2000.0,27722,Black,SUV,4,Jaguar, E-PACE
2.0 HSE 5d 178 BHP 9SP 4WD AUTOMATIC DIESEL ESTATE Estate,24995,Automatic,47.1,Diesel,2019,2000.0,30000,Blue,Estate,5,Jaguar, E-PACE
3.0 V6 S AWD SUV,24390,Automatic,47.1,Diesel,2017,2993.0,37818,Grey,SUV,7,Jaguar, F-PACE
2.0 P250 SUV 5dr Petrol Auto AWD Euro 6 (s/s) (249 ps) Heated Seats,22300,Automatic,29.7,Petrol,2019,1998.0,39225,White,SUV,5,Jaguar, E-PACE
2.0d R-Sport 5dr Auto SUV,21500,Automatic,55.4,Diesel,2017,2000.0,44951,White,SUV,7,Jaguar, F-PACE
2.0 [200] R-Dynamic S 5dr Auto SUV,21153,Automatic,34.4,Petrol,2019,2000.0,50026,Silver,SUV,5,Jaguar, E-PACE
2.0 (250) R-Sport Saloon,16000,Automatic,44.8,Petrol,2018,2000.0,50499,RED,Saloon,6,Jaguar, XE
2.0d R-Dynamic S 4dr Auto Saloon,17943,Automatic,50.4,Diesel,2019,2000.0,52652,Grey,Saloon,5,Jaguar, XE
2.0d Prestige 5dr Auto AWD SUV,17595,Automatic,53.3,Diesel,2017,2000.0,59710,Grey,SUV,7,Jaguar, F-PACE
2.0d [240] Portfolio 5dr Auto AWD SUV,20500,Automatic,48.7,Diesel,2017,2000.0,62593,Blue,SUV,7,Jaguar, F-PACE
2.0d Portfolio 5dr Auto AWD SUV,18795,Automatic,53.3,Diesel,2017,2000.0,70371,Red,SUV,7,Jaguar, F-PACE
2.0d [180] Chequered Flag 5dr Auto AWD SUV,22948,Automatic,42.2,Diesel,2019,2000.0,77092,Black,SUV,5,Jaguar, F-PACE
2.0d R-Sport 5dr Auto AWD SUV,18942,Automatic,53.3,Diesel,2018,2000.0,79632,Red,SUV,6,Jaguar, F-PACE
2.0d 5dr 2WD SUV,23400,Manual,42.8,Diesel,2021,1999.0,8638,White,SUV,3,Jaguar, E-PACE
3.0 V6 Supercharged S 4dr Auto Saloon,24990,Automatic,34.0,Petrol,2017,3000.0,42114,Grey,Saloon,7,Jaguar, XF
3.0d V6 S 5dr Auto AWD With He Estate,21250,Automatic,47.1,Diesel,2016,3000.0,45808,Red,Estate,8,Jaguar, F-PACE
2.0d [240] R-Sport 5dr Auto AWD SUV,21228,Automatic,48.7,Diesel,2017,2000.0,58001,White,SUV,7,Jaguar, F-PACE
2.0d R-Sport 5dr Auto AWD SUV,18459,Automatic,53.3,Diesel,2016,2000.0,71114,Black,SUV,8,Jaguar, F-PACE
1.0 TCE 90 Evolution 5dr SUV,16995,Manual,47.9,Petrol,2023,1000.0,2312,Red,SUV,1,Renault, Captur
1.3 TCe RS Line EDC Euro 6 (s/s) 5dr Hatchback,16995,Automatic,45.6,Petrol,2020,1333.0,4902,Blue,Hatchback,4,Renault, Clio
1.3 TCe Iconic EDC Euro 6 (s/s) 5dr SUV,16995,Automatic,44.8,Petrol,2020,1333.0,4919,Orange,SUV,4,Renault, Captur
o TECHNO E-TECH FULL HYBRID 140 AUTOMATIC Hatchback,16995,Automatic,64.2,Petrol,2022,1598.0,5062,Arctic White,Hatchback,2,Renault, Clio
o 1.0 TCe 90 RS Line 5dr Hatchback,16995,Manual,53.3,Petrol,2022,1000.0,8551,Grey,Hatchback,2,Renault, Clio
1.3 S Edition TCE 130 Petrol Turbo EDC Auto Hatchback,16995,Automatic,44.8,Petrol,2020,1333.0,9000,Flame Red/Black Roof,Hatchback,4,Renault, Captur
o RS Line TCE 130 7-SPEED AUTOMATIC Hatchback,16995,Automatic,45.6,Petrol,2020,1330.0,9377,Iron Blue,Hatchback,4,Renault, Clio
1.3 TCE GT Line 5dr Hatchback,16995,Manual,42.16,Petrol,2020,1333.0,11746,Grey,Hatchback,4,Renault, Kadjar
c MPV,16995,Manual,2.8,Diesel,2019,1749.0,11924,Red,MPV,5,Renault, Grand Scenic
DIESEL HATCHBACK SUV,16995,Manual,58.9,Diesel,2020,1461.0,12500,Red,SUV,4,Renault, Captur
2.0 GT LINE DCI X-TRONIC 4X4 SPEC-AUTO-ULEZ FREE-PERFECT FAMILY CAR-DRIVES LOVELY-RED-GREAT SPEC Hatchback,16995,Automatic,41.5,Diesel,2020,1995.0,65000,RED,Hatchback,4,Renault, Koleos
o 1.0 RS LINE TCE 5DR Manual Hatchback,16995,Manual,53.3,Petrol,2023,999.0,2400,Grey,Hatchback,1,Renault, Clio
o 1.0 RS LINE TCE 5DR Manual Hatchback,16995,Manual,53.3,Petrol,2023,999.0,2900,Grey,Hatchback,1,Renault, Clio
o 1.0 TCe 90 RS Line 5dr Hatchback,16995,Manual,53.3,Petrol,2022,1000.0,3593,Red,Hatchback,2,Renault, Clio
1.3 TCE GT Line 5dr EDC SUV,16995,Semi-Auto,41.54,Petrol,2020,1300.0,20560,Black,SUV,4,Renault, Kadjar
o 1.6 E-TECH Hybrid 140 RS Line 5dr Auto Hatchback,16995,Automatic,64.2,Hybrid,2022,1600.0,22321,Blue,Hatchback,2,Renault, Clio
1.3 TCE 130 S Edition 5dr EDC SUV,16990,Semi-Auto,44.8,Petrol,2020,1300.0,13196,Other,SUV,4,Renault, Captur
1.3 TCE S Edition 5dr EDC Hatchback,16990,Automatic,41.54,Petrol,2020,1333.0,17550,Red,Hatchback,4,Renault, Kadjar
SL29 Sport 125 ps Energy dCi 8 Seater Kombi - Eu6 MPV,16990,Manual,49.6,Diesel,2018,1598.0,61987,Silver,MPV,6,Renault, Trafic
1.3 TCe S Edition EDC Euro 6 (s/s) 5dr SUV,16990,Automatic,41.54,Petrol,2020,1333.0,15000,Black,SUV,4,Renault, Kadjar
o 1.0 TCe 90 RS Line 5dr Hatchback,16975,Manual,53.3,Petrol,2023,1000.0,25,Blue,Hatchback,1,Renault, Clio
o 1.6 E-TECH Hybrid 140 RS Line 5dr Auto Hatchback,16971,Automatic,64.2,Hybrid,2022,1600.0,11802,Orange,Hatchback,2,Renault, Clio
1.6 E-TECH Play Auto Euro 6 Hatchback,16950,Automatic,64.2,Petrol,2021,1598.0,1945,Blue,Hatchback,3,Renault, Clio
1.3 TCE Iconic 5dr EDC SUV,16928,Semi-Auto,44.1,Petrol,2021,1300.0,14728,Blue,SUV,3,Renault, Kadjar
1.3 TCE 130 S Edition 5dr EDC SUV,16918,Semi-Auto,44.8,Petrol,2020,1300.0,3703,Other,SUV,4,Renault, Captur
o 1.6 E-TECH Hybrid 140 RS Line 5dr Auto Hatchback,16895,Automatic,64.2,Hybrid,2021,1600.0,21435,Black,Hatchback,3,Renault, Clio
Hatchback,16895,Manual,42.16,Petrol,2020,1333.0,35000,White,Hatchback,4,Renault, Kadjar
1.3 TCE Iconic 5dr Hatchback,16894,Manual,42.16,Petrol,2019,1333.0,15900,Grey,Hatchback,5,Renault, Kadjar
1.3 TCE Iconic 5dr Hatchback,16894,Manual,42.16,Petrol,2020,1333.0,26300,Black,Hatchback,4,Renault, Kadjar
1.3 TCE 130 BOSE Launch Edition 5dr SUV,16887,Manual,44.1,Petrol,2020,1300.0,6152,Other,SUV,4,Renault, Captur
1.3 TCE 140 S Edition 5dr SUV,16870,Manual,47.9,Petrol,2021,1300.0,18895,Other,SUV,3,Renault, Captur
1.0 TCE 90 S Edition 5dr SUV,16849,Other,47.9,Petrol,2021,999.0,9673,Grey,SUV,3,Renault, Captur
o 1.6 E-TECH Hybrid 140 Launch Edition 5dr Auto Hatchback,16844,Semi-Auto,64.2,Hybrid,2021,1600.0,17751,Black,Hatchback,3,Renault, Clio
